epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
70,112.111,2.11294,3.29178,3.07666,0.41106,0.83571,0.62263,0.34163,1.60413,3.18561,2.51936,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,113.689,2.09869,3.37426,3.03589,0.44679,0.83471,0.70126,0.392,1.60686,3.21281,2.49939,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,115.263,2.06178,3.4218,3.04615,0.52308,0.80779,0.69422,0.40932,1.60481,3.24358,2.4925,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,116.831,2.03027,3.2393,2.91572,0.47352,0.81553,0.68236,0.39769,1.60019,3.21251,2.4934,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,118.447,2.15415,3.36086,3.09909,0.49043,0.83003,0.67091,0.40427,1.60247,3.19563,2.49119,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,120.031,2.12392,3.5104,3.0432,0.54485,0.82976,0.68177,0.42353,1.57859,3.1778,2.47598,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,121.607,2.25657,3.65548,3.02684,0.50948,0.8959,0.73593,0.42552,1.56893,3.14792,2.47186,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,123.184,2.11634,3.15828,2.91477,0.50853,0.89427,0.6638,0.37613,1.55747,3.12764,2.45976,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,124.802,2.09329,3.35649,2.9929,0.66416,0.61421,0.62179,0.35563,1.56583,3.10393,2.44758,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,126.385,2.0547,3.38015,2.98773,0.45496,0.83233,0.62094,0.35836,1.5547,3.1418,2.44089,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,128.132,2.13686,3.34334,3.0713,0.4721,0.74621,0.6122,0.36357,1.55063,3.15639,2.42885,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,129.715,2.01029,3.46755,2.85136,0.53253,0.82643,0.7145,0.38805,1.53933,3.13133,2.42314,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,131.324,1.9759,3.10059,2.81525,0.47457,0.83435,0.70379,0.37944,1.51584,3.13896,2.42434,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,132.906,2.10018,3.24581,2.96085,0.43982,0.88125,0.70047,0.37701,1.51003,3.13106,2.42833,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,134.482,1.96694,2.9516,2.89595,0.40076,0.70451,0.58807,0.36245,1.50991,3.11396,2.42259,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,136.042,1.90847,2.99217,2.9111,0.39672,0.77492,0.58403,0.35388,1.50479,3.13186,2.40314,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,137.647,1.92952,3.06995,2.75862,0.43796,0.98314,0.61569,0.37051,1.49088,3.11427,2.38532,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,139.225,1.96613,3.24157,2.82482,0.69532,0.67985,0.73061,0.39192,1.50466,3.11531,2.38078,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,140.804,1.94744,3.25787,2.8178,0.7166,0.66957,0.73138,0.39608,1.50659,3.10596,2.37565,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,142.369,1.91052,3.21981,2.93102,0.72028,0.65421,0.73579,0.39971,1.51416,3.08478,2.3699,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,143.985,1.94142,3.23234,2.82342,0.69967,0.67834,0.74501,0.4002,1.5117,3.04185,2.37267,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,145.728,1.78631,3.49258,2.77715,0.78641,0.72544,0.7764,0.42183,1.51235,3.06152,2.35538,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,147.322,1.84737,3.51896,2.92517,0.76887,0.72689,0.78637,0.42803,1.51829,3.10956,2.33849,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,148.889,1.70868,3.49511,2.87061,0.77175,0.72883,0.7993,0.42231,1.51624,3.11482,2.32712,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,150.499,1.76964,3.42326,2.85748,0.70084,0.75961,0.87087,0.47216,1.51332,3.16198,2.31457,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,152.08,1.66506,3.44049,2.81505,0.76254,0.74044,0.86923,0.464,1.50731,3.15095,2.31397,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,153.658,1.69956,3.51033,2.89086,0.58949,0.92691,0.85962,0.4584,1.50993,3.12328,2.3149,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,155.223,1.71477,3.38384,2.84444,0.51505,0.93068,0.86394,0.4722,1.48999,3.09694,2.31069,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,156.839,1.76764,3.53757,2.84701,0.52212,0.95152,0.86297,0.47274,1.48585,3.09146,2.31062,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,158.422,1.72392,3.48097,2.81697,0.52511,0.93659,0.87237,0.47822,1.47602,3.07386,2.30628,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,160.009,1.75064,3.47168,2.87401,0.53423,0.95902,0.84743,0.46683,1.47599,3.08703,2.30113,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
